userID,ISBN,bookRating
169699,157297270X,0
220278,157297270X,0
11676,1573220051,0
88278,1573220051,0
93105,1573220051,10
115847,1573220051,8
251764,1573220051,6
255218,1573220051,9
11676,1573220221,8
16106,1573220221,0
19707,1573220221,5
30855,1573220221,0
36836,1573220221,0
42957,1573220221,10
47830,1573220221,8
53125,1573220221,9
56447,1573220221,10
64137,1573220221,0
65147,1573220221,10
77181,1573220221,0
89602,1573220221,9
105214,1573220221,10
106280,1573220221,10
133747,1573220221,7
146530,1573220221,7
154663,1573220221,3
157472,1573220221,0
161186,1573220221,8
162738,1573220221,10
175329,1573220221,0
181176,1573220221,0
202553,1573220221,8
216294,1573220221,0
222296,1573220221,0
230293,1573220221,8
231237,1573220221,0
246634,1573220221,7
267176,1573220221,10
11676,157322068X,2
55493,157322068X,9
92901,157322068X,0
105937,157322068X,0
123981,157322068X,0
127233,157322068X,0
143968,157322068X,0
11676,1573221406,9
74328,1573221406,0
97532,1573221406,6
255092,1573221406,0
11676,157322166X,0
66797,157322166X,8
207499,157322166X,0
11676,1573222038,9
13273,1573222038,0
41364,1573222038,7
43246,1573222038,0
59530,1573222038,0
60244,1573222038,8
76818,1573222038,9
81977,1573222038,0
107301,1573222038,0
114988,1573222038,0
122801,1573222038,0
126693,1573222038,8
141901,1573222038,0
177458,1573222038,0
200226,1573222038,9
222296,1573222038,7
224349,1573222038,9
239584,1573222038,10
263325,1573222038,8
276680,1573222038,10
11676,1573222348,5
73394,1573222348,0
92861,1573222348,10
98787,1573222348,0
125411,1573222348,0
160571,1573222348,0
178667,1573222348,0
187145,1573222348,0
187172,1573222348,9
193452,1573222348,9
225078,1573222348,8
258534,1573222348,0
11676,1573222747,0
67663,1573222747,0
104981,1573222747,0
110973,1573222747,0
203968,1573222747,0
235105,1573222747,6
11676,1573223557,0
20918,1573223557,0
36836,1573223557,0
37712,1573223557,0
87729,1573223557,0
92861,1573223557,0
105259,1573223557,0
183532,1573223557,8
184709,1573223557,6
204813,1573223557,0
264085,1573223557,7
276641,1573223557,8
11676,1573223565,0
24525,1573223565,8
49422,1573223565,6
49547,1573223565,0
56391,1573223565,8
136014,1573223565,0
155913,1573223565,10
165198,1573223565,8
167750,1573223565,9
184299,1573223565,8
254690,1573223565,0
269270,1573223565,0
274656,1573223565,0
11676,1573225797,0
15874,1573225797,8
16005,1573225797,0
91838,1573225797,8
125171,1573225797,5
129851,1573225797,10
194583,1573225797,5
242637,1573225797,0
268232,1573225797,8
11676,1573240230,8
111369,1573240230,0
147847,1573240230,0
188772,1573240230,0
193898,1573240230,0
11676,1573240389,9
14521,1573240389,5
108155,1573240389,0
128588,1573240389,0
11676,1573241989,0
16634,1573241989,0
33974,1573241989,0
117594,1573241989,9
275970,1573241989,0
11676,1573920363,0
130872,1573920363,0
224105,1573920363,0
11676,1575131013,0
52199,1575131013,0
124942,1575131013,0
135149,1575131013,0
170742,1575131013,0
198711,1575131013,0
251613,1575131013,0
11676,1575661489,7
35857,1575661489,0
181076,1575661489,8
220240,1575661489,0
236172,1575661489,0
11676,1575663236,10
35050,1575663236,0
203799,1575663236,0
215204,1575663236,5
227447,1575663236,0
270820,1575663236,5
11676,157566402X,10
35857,157566402X,0
123430,157566402X,0
184513,157566402X,0
204522,157566402X,0
212467,157566402X,0
246437,157566402X,0
11676,1575664674,7
47128,1575664674,6
101209,1575664674,5
148744,1575664674,0
184513,1575664674,7
203799,1575664674,0
238781,1575664674,0
11676,1575666243,8
31468,1575666243,5
35859,1575666243,0
37975,1575666243,0
59189,1575666243,0
60244,1575666243,0
70415,1575666243,0
102814,1575666243,0
232461,1575666243,5
254377,1575666243,7
265115,1575666243,10
11676,1575667355,0
60178,1575667355,8
98741,1575667355,0
124205,1575667355,10
157184,1575667355,5
11676,1575668181,8
23768,1575668181,0
35859,1575668181,0
102275,1575668181,0
185233,1575668181,0
257204,1575668181,0
11676,1575668793,0
39608,1575668793,0
56554,1575668793,5
65056,1575668793,5
77809,1575668793,0
98391,1575668793,9
160841,1575668793,0
182085,1575668793,0
212252,1575668793,0
235105,1575668793,8
252695,1575668793,0
253657,1575668793,4
11676,1575668807,8
22200,1575668807,0
25996,1575668807,7
30533,1575668807,0
31315,1575668807,0
31391,1575668807,0
31450,1575668807,9
50564,1575668807,0
78783,1575668807,0
81531,1575668807,0
118627,1575668807,0
119607,1575668807,0
132133,1575668807,0
153279,1575668807,9
167800,1575668807,8
167892,1575668807,0
175003,1575668807,0
183562,1575668807,8
190925,1575668807,8
201684,1575668807,0
210923,1575668807,0
217375,1575668807,0
228764,1575668807,0
233889,1575668807,7
235442,1575668807,0
242660,1575668807,8
244873,1575668807,8
249894,1575668807,7
266226,1575668807,0
269031,1575668807,0
11676,1575668998,5
13552,1575668998,0
18332,1575668998,7
66443,1575668998,0
73394,1575668998,0
78834,1575668998,0
127233,1575668998,0
130215,1575668998,0
175003,1575668998,0
270905,1575668998,0
11676,1575669056,10
38162,1575669056,8
98391,1575669056,8
192093,1575669056,0
199366,1575669056,0
209339,1575669056,7
212739,1575669056,7
242914,1575669056,0
11676,1575840979,8
60970,1575840979,0
70507,1575840979,8
100270,1575840979,0
118985,1575840979,6
215669,1575840979,8
250208,1575840979,0
11676,1576300293,4
35843,1576300293,6
81977,1576300293,0
101851,1576300293,8
119517,1576300293,0
11676,1576731863,0
11993,1576731863,10
93363,1576731863,0
128682,1576731863,10
153662,1576731863,0
162639,1576731863,10
221777,1576731863,10
270069,1576731863,0
11676,1576733165,9
76907,1576733165,10
85268,1576733165,0
155495,1576733165,0
238781,1576733165,0
11676,1576734560,10
98741,1576734560,8
200537,1576734560,10
208671,1576734560,0
11676,1576734641,10
32516,1576734641,0
51450,1576734641,0
94781,1576734641,9
100846,1576734641,0
151370,1576734641,10
252101,1576734641,10
253556,1576734641,0
273347,1576734641,0
11676,1576734749,9
30898,1576734749,6
36836,1576734749,0
81492,1576734749,0
114217,1576734749,7
140662,1576734749,9
212467,1576734749,10
225191,1576734749,2
11676,1576736288,8
39342,1576736288,0
162639,1576736288,0
175003,1576736288,0
238781,1576736288,0
244676,1576736288,9
249531,1576736288,6
275606,1576736288,0
11676,1576752453,8
70791,1576752453,8
244572,1576752453,10
11676,1577312333,0
49282,1577312333,9
98865,1577312333,10
157869,1577312333,10
224727,1577312333,9
11676,1577483553,6
40943,1577483553,0
41056,1577483553,0
57620,1577483553,10
98741,1577483553,0
108155,1577483553,7
115752,1577483553,0
146113,1577483553,7
170804,1577483553,6
251339,1577483553,0
11676,157794304X,9
14636,157794304X,0
234879,157794304X,0
235117,157794304X,10
236955,157794304X,10
11676,1578050847,0
15945,1578050847,0
11676,157815121X,7
58911,157815121X,8
11676,1578210615,4
256525,1578210615,0
266486,1578210615,10
11676,1578560144,0
35859,1578560144,0
192093,1578560144,0
11676,1578565235,9
60244,1578565235,0
104058,1578565235,10
108155,1578565235,0
123503,1578565235,0
135317,1578565235,0
139857,1578565235,5
156150,1578565235,0
162639,1578565235,0
178597,1578565235,7
240225,1578565235,0
266056,1578565235,0
11676,1578566436,0
153662,1578566436,9
162639,1578566436,0
265083,1578566436,0
11676,1578632005,0
95524,1578632005,0
98521,1578632005,9
11676,157912061X,0
105221,157912061X,10
121178,157912061X,5
182157,157912061X,8
230030,157912061X,0
11676,1579548318,0
74328,1579548318,0
98391,1579548318,10
11676,1579730175,8
21252,1579730175,0
35859,1579730175,0
110973,1579730175,0
129563,1579730175,0
142973,1579730175,5
153662,1579730175,7
198711,1579730175,0
203968,1579730175,0
11676,1580050719,10
58512,1580050719,4
73882,1580050719,9
74500,1580050719,0
85679,1580050719,8
120044,1580050719,0
153334,1580050719,9
214903,1580050719,8
220307,1580050719,10
238630,1580050719,10
243065,1580050719,6
11676,1580050972,10
19609,1580050972,0
94347,1580050972,6
243929,1580050972,7
11676,1580080936,0
17876,1580080936,9
109901,1580080936,7
11676,1580083234,7
269566,1580083234,0
11676,1580623336,8
46984,1580623336,10
11676,1580626548,9
15732,1580626548,9
50849,1580626548,0
139221,1580626548,9
170634,1580626548,0
203058,1580626548,0
244070,1580626548,10
11676,1580632165,10
268026,1580632165,0
11676,1581346085,10
19295,1581346085,10
35859,1581346085,0
45731,1581346085,0
93367,1581346085,10
117290,1581346085,8
177590,1581346085,0
185015,1581346085,0
214876,1581346085,0
219892,1581346085,7
224525,1581346085,10
243206,1581346085,0
246512,1581346085,9
255780,1581346085,0
11676,1582293376,7
82549,1582293376,10
251439,1582293376,8
11676,1582340242,7
47971,1582340242,3
64440,1582340242,0
123981,1582340242,0
147141,1582340242,6
172742,1582340242,0
224349,1582340242,0
249384,1582340242,0
275677,1582340242,0
11676,1582340277,8
80538,1582340277,0
106895,1582340277,9
11676,1582341141,9
59169,1582341141,0
268110,1582341141,0
11676,1582341281,8
24539,1582341281,0
68572,1582341281,7
83323,1582341281,8
170317,1582341281,8
175370,1582341281,0
197403,1582341281,8
11676,1582341303,0
41841,1582341303,0
85757,1582341303,0
107431,1582341303,0
141157,1582341303,7
152897,1582341303,8
166409,1582341303,5
198046,1582341303,6
251394,1582341303,0
275970,1582341303,0
11676,1582341567,9
44893,1582341567,0
160871,1582341567,5
224349,1582341567,0
273979,1582341567,0
11676,1582342156,0
22126,1582342156,0
42419,1582342156,0
66574,1582342156,6
69684,1582342156,0
71102,1582342156,0
78783,1582342156,0
100644,1582342156,0
141010,1582342156,0
142745,1582342156,7
146310,1582342156,0
152579,1582342156,5
164323,1582342156,0
173679,1582342156,7
184985,1582342156,0
210874,1582342156,8
218640,1582342156,0
245295,1582342156,7
264107,1582342156,7
11676,1582348103,8
51856,1582348103,10
94347,1582348103,0
100602,1582348103,9
177794,1582348103,0
220688,1582348103,8
268622,1582348103,0
11676,1582401837,0
59971,1582401837,7
78597,1582401837,6
94797,1582401837,9
11676,1582430438,0
37968,1582430438,0
56447,1582430438,0
11676,1582450293,7
172293,1582450293,8
11676,1583142355,9
265115,1583142355,0
11676,1583142843,0
29915,1583142843,0
153662,1583142843,0
11676,1583144412,8
45454,1583144412,0
11676,1583940537,10
36907,1583940537,10
71712,1583940537,0
86263,1583940537,10
95316,1583940537,10
173650,1583940537,9
11676,1585007412,0
98210,1585007412,7
11676,1585008532,5
81492,1585008532,0
11676,158536083X,8
93047,158536083X,7
11676,1585422657,9
116904,1585422657,9
162167,1585422657,9
218552,1585422657,8
11676,1585422762,0
24835,1585422762,0
25601,1585422762,6
29627,1585422762,0
118881,1585422762,0
121251,1585422762,0
122881,1585422762,9
196050,1585422762,0
251394,1585422762,10
273307,1585422762,0
275970,1585422762,0
11676,1585747181,0
36229,1585747181,0
11676,1585790370,10
53281,1585790370,0
70541,1585790370,0
208306,1585790370,9
229741,1585790370,0
11676,1585972029,8
158846,1585972029,2
184299,1585972029,0
199510,1585972029,0
11676,1586190334,0
98391,1586190334,9
115917,1586190334,0
11676,1586216953,0
136348,1586216953,7
11676,1586482181,8
35007,1586482181,0
43500,1586482181,0
226773,1586482181,9
249641,1586482181,10
11676,1587154781,7
266226,1587154781,0
11676,1587154870,7
87141,1587154870,0
233206,1587154870,0
11676,1587883899,6
70999,1587883899,7
11676,1587990822,6
263357,1587990822,9
11676,158827523X,0
83879,158827523X,7
106028,158827523X,8
11676,1588380904,0
58389,1588380904,0
11676,1588454770,8
29570,1588454770,0
96264,1588454770,7
214282,1588454770,0
239265,1588454770,8
253471,1588454770,9
11676,1588993736,3
56917,1588993736,2
11676,1590030133,8
95524,1590030133,10
11676,1590130383,0
93047,1590130383,0
11676,1590170105,9
41646,1590170105,0
196269,1590170105,7
11676,1590170229,4
94347,1590170229,0
114581,1590170229,5
216386,1590170229,0
253771,1590170229,10
11676,1590230043,0
104981,1590230043,0
11676,1590230051,0
104981,1590230051,0
11676,1590230078,0
104981,1590230078,0
11676,1590520424,0
197130,1590520424,0
11676,1590520440,7
55492,1590520440,0
140036,1590520440,0
150960,1590520440,0
208605,1590520440,0
11676,159052151X,10
185384,159052151X,0
11676,159052201X,10
74286,159052201X,6
75191,159052201X,0
97874,159052201X,1
166123,159052201X,10
191575,159052201X,0
249894,159052201X,7
11676,1591131774,0
28926,1591131774,0
31268,1591131774,0
11676,1591134552,5
82254,1591134552,8
11676,1591291976,6
13600,1591291976,6
131099,1591291976,0
204864,1591291976,0
205383,1591291976,7
11676,1591450748,0
35148,1591450748,7
36609,1591450748,0
41781,1591450748,0
93363,1591450748,0
102668,1591450748,6
128122,1591450748,0
153662,1591450748,0
162639,1591450748,0
202277,1591450748,0
207178,1591450748,8
11676,1591823803,10
12824,1591823803,9
116313,1591823803,0
11676,1591960983,8
24194,1591960983,10
41084,1591960983,0
174304,1591960983,0
211640,1591960983,0
234623,1591960983,0
261573,1591960983,0
266226,1591960983,0
11676,1592680186,0
73124,1592680186,0
11676,1592850847,9
51440,1592850847,0
11676,1592860478,0
16458,1592860478,0
112101,1592860478,7
11676,1592862551,0
51450,1592862551,0
182085,1592862551,9
11676,1592864996,0
27812,1592864996,0
98741,1592864996,0
159033,1592864996,7
194669,1592864996,0
218552,1592864996,0
11676,1592910122,10
94923,1592910122,0
275034,1592910122,10
11676,159307056X,7
93114,159307056X,0
11676,1593080352,8
67901,1593080352,10
11676,1593080654,10
71842,1593080654,7
77181,1593080654,0
205634,1593080654,5
11676,1593100965,1
34725,1593100965,9
11676,1593300085,8
178564,1593300085,0
11676,1594200017,0
31611,1594200017,0
69986,1594200017,0
128085,1594200017,0
258938,1594200017,8
270838,1594200017,0
11676,1840183047,8
92696,1840183047,4
11676,1840183713,8
85097,1840183713,7
11676,1840242833,5
63714,1840242833,10
11676,1840844124,8
114218,1840844124,0
11676,1840844256,7
95527,1840844256,6
11676,1841155667,3
65219,1841155667,0
270425,1841155667,5
11676,1841156175,0
66207,1841156175,0
119525,1841156175,0
11676,1841190209,6
179346,1841190209,7
11676,1841764027,10
25613,1841764027,8
52584,1841764027,0
11676,1841766100,8
115713,1841766100,7
189166,1841766100,0
250091,1841766100,8
11676,1841767409,0
25511,1841767409,0
189166,1841767409,0
11676,184195280X,4
122566,184195280X,0
159387,184195280X,5
198982,184195280X,7
206271,184195280X,8
239458,184195280X,6
11676,184195425X,0
32761,184195425X,8
69810,184195425X,0
79066,184195425X,10
80266,184195425X,0
88620,184195425X,8
105028,184195425X,8
122030,184195425X,8
124449,184195425X,7
131510,184195425X,10
142745,184195425X,0
149511,184195425X,8
160769,184195425X,8
208741,184195425X,0
227176,184195425X,0
239594,184195425X,9
241432,184195425X,4
244160,184195425X,0
252900,184195425X,0
259316,184195425X,8
261092,184195425X,0
11676,1842772813,7
49776,1842772813,10
177418,1842772813,7
11676,1843170841,10
140013,1843170841,0
11676,1843531070,6
265595,1843531070,8
11676,1843910241,6
23768,1843910241,0
38556,1843910241,0
41841,1843910241,0
11676,1844160513,0
67886,1844160513,9
11676,1850784124,0
268228,1850784124,0
11676,1851527141,0
40647,1851527141,0
11676,1852306165,0
109949,1852306165,0
114699,1852306165,10
11676,1852423447,8
64440,1852423447,0
94347,1852423447,0
11676,1852424052,4
21364,1852424052,7
76532,1852424052,0
142524,1852424052,0
11676,1852425601,5
26877,1852425601,0
118881,1852425601,0
11676,1852425725,0
61667,1852425725,0
11676,1853041912,0
99528,1853041912,8
11676,1853061832,0
131402,1853061832,9
11676,1853260207,6
14049,1853260207,8
15418,1853260207,0
24288,1853260207,0
27304,1853260207,1
27573,1853260207,8
27593,1853260207,0
28255,1853260207,9
28492,1853260207,10
48579,1853260207,10
60797,1853260207,0
76626,1853260207,10
80538,1853260207,0
85102,1853260207,0
91832,1853260207,0
93147,1853260207,0
102375,1853260207,7
109901,1853260207,0
115002,1853260207,0
127131,1853260207,7
131686,1853260207,5
138150,1853260207,0
138528,1853260207,8
144186,1853260207,0
150049,1853260207,10
152946,1853260207,0
159390,1853260207,6
160032,1853260207,0
162308,1853260207,8
175809,1853260207,0
198298,1853260207,0
204622,1853260207,0
212497,1853260207,10
218843,1853260207,5
220867,1853260207,0
235688,1853260207,8
246863,1853260207,9
247166,1853260207,7
11676,185326024X,5
32122,185326024X,0
34300,185326024X,5
41385,185326024X,0
58210,185326024X,0
96475,185326024X,0
96925,185326024X,0
100644,185326024X,0
129611,185326024X,8
144828,185326024X,8
176095,185326024X,0
183959,185326024X,0
185528,185326024X,7
211426,185326024X,0
213316,185326024X,0
219813,185326024X,6
239594,185326024X,8
243546,185326024X,8
249695,185326024X,0
251587,185326024X,0
263004,185326024X,5
265595,185326024X,0
276463,185326024X,0
11676,1853260398,0
31783,1853260398,0
40415,1853260398,0
59269,1853260398,0
59864,1853260398,8
62891,1853260398,10
62895,1853260398,0
67017,1853260398,8
86684,1853260398,0
93092,1853260398,0
95071,1853260398,0
95525,1853260398,0
107044,1853260398,0
116005,1853260398,0
119779,1853260398,0
137437,1853260398,0
137524,1853260398,0
162934,1853260398,0
216882,1853260398,0
252222,1853260398,0
264121,1853260398,9
265595,1853260398,0
11676,1853260436,6
27650,1853260436,0
28255,1853260436,7
30806,1853260436,7
39591,1853260436,8
58156,1853260436,0
80538,1853260436,0
108023,1853260436,8
113270,1853260436,0
128737,1853260436,0
131402,1853260436,0
138073,1853260436,0
143909,1853260436,0
156670,1853260436,0
185287,1853260436,0
216444,1853260436,7
218121,1853260436,10
239594,1853260436,0
261105,1853260436,0
268030,1853260436,0
270495,1853260436,7
271705,1853260436,9
11676,1853260738,7
26544,1853260738,0
50225,1853260738,0
62895,1853260738,2
73196,1853260738,0
75429,1853260738,8
83743,1853260738,7
110029,1853260738,0
177458,1853260738,0
179826,1853260738,0
203380,1853260738,0
229244,1853260738,0
266522,1853260738,0
11676,1853260789,9
16777,1853260789,5
17507,1853260789,8
30712,1853260789,8
30906,1853260789,8
33818,1853260789,0
37905,1853260789,0
43246,1853260789,0
49265,1853260789,0
80538,1853260789,0
88212,1853260789,3
88412,1853260789,10
95525,1853260789,0
116005,1853260789,5
131855,1853260789,0
161511,1853260789,0
162014,1853260789,0
175828,1853260789,7
180651,1853260789,0
225411,1853260789,0
238557,1853260789,0
246156,1853260789,0
248479,1853260789,0
250962,1853260789,0
252827,1853260789,0
254160,1853260789,6
272462,1853260789,0
273718,1853260789,9
11676,1853260800,6
33179,1853260800,7
35859,1853260800,0
36031,1853260800,0
43246,1853260800,0
48156,1853260800,7
70065,1853260800,0
74559,1853260800,6
81855,1853260800,0
95525,1853260800,8
98924,1853260800,0
99651,1853260800,0
122019,1853260800,6
156510,1853260800,7
164323,1853260800,0
274878,1853260800,0
11676,1853260843,6
48156,1853260843,9
96475,1853260843,0
138124,1853260843,0
11676,1853261793,7
109403,1853261793,5
130644,1853261793,0
171118,1853261793,0
249862,1853261793,0
11676,1853262013,5
31226,1853262013,0
93034,1853262013,0
102851,1853262013,0
111245,1853262013,0
114279,1853262013,0
118881,1853262013,10
183046,1853262013,7
199092,1853262013,7
200978,1853262013,0
219546,1853262013,0
232993,1853262013,7
11676,1853262447,6
15418,1853262447,7
16777,1853262447,10
22200,1853262447,0
81279,1853262447,1
109901,1853262447,0
131913,1853262447,0
161356,1853262447,0
179791,1853262447,10
201684,1853262447,7
213316,1853262447,0
227176,1853262447,0
243700,1853262447,0
11676,1853262455,7
36718,1853262455,9
71974,1853262455,0
118881,1853262455,8
149908,1853262455,0
177458,1853262455,0
250912,1853262455,0
11676,1853262536,4
95525,1853262536,0
258534,1853262536,0
11676,1853262935,0
168064,1853262935,0
197097,1853262935,7
239951,1853262935,0
11676,185326444X,0
40647,185326444X,0
11676,1853264881,0
50374,1853264881,6
228889,1853264881,8
257506,1853264881,7
266522,1853264881,0
11676,1853265608,0
20052,1853265608,0
170518,1853265608,0
204090,1853265608,0
11676,1853265705,0
88461,1853265705,0
11676,1853714402,0
32440,1853714402,0
11676,1854105981,7
92979,1854105981,0
11676,1854582747,10
79351,1854582747,10
108773,1854582747,0
205502,1854582747,9
11676,1854714554,7
266545,1854714554,6
11676,1854904787,6
32691,1854904787,0
11676,1857026691,2
32721,1857026691,0
33943,1857026691,0
43246,1857026691,0
92498,1857026691,0
103973,1857026691,0
116763,1857026691,10
123468,1857026691,9
131510,1857026691,8
166761,1857026691,10
209106,1857026691,0
213614,1857026691,0
216534,1857026691,9
220564,1857026691,0
245200,1857026691,0
11676,1857029070,5
34223,1857029070,7
69772,1857029070,8
138844,1857029070,0
198295,1857029070,10
11676,1857230302,0
63849,1857230302,0
83041,1857230302,0
96493,1857230302,6
109655,1857230302,7
111944,1857230302,9
152726,1857230302,8
160961,1857230302,7
168773,1857230302,8
179826,1857230302,0
193560,1857230302,9
222976,1857230302,5
224646,1857230302,8
274407,1857230302,0
11676,185723684X,0
29443,185723684X,0
147490,185723684X,0
11676,1857328604,5
107071,1857328604,10
11676,1857936159,8
165459,1857936159,0
265595,1857936159,0
11676,1857973518,0
28492,1857973518,0
274301,1857973518,0
11676,1857978129,0
51450,1857978129,0
54021,1857978129,5
11676,1857981057,7
95071,1857981057,0
95261,1857981057,7
107044,1857981057,4
145342,1857981057,8
11676,1857984137,0
39497,1857984137,0
171724,1857984137,7
11676,1858287200,7
92162,1858287200,0
11676,1858681006,10
179534,1858681006,0
11676,185868885X,4
63714,185868885X,0
11676,1858817900,7
205958,1858817900,0
239619,1858817900,6
11676,1859581692,0
131402,1859581692,9
11676,1859674003,7
155916,1859674003,7
11676,1859842305,0
189392,1859842305,8
211847,1859842305,0
11676,1859845010,7
118881,1859845010,10
160295,1859845010,0
199772,1859845010,0
251394,1859845010,7
11676,1859845835,5
76865,1859845835,7
240401,1859845835,0
11676,1860192769,7
181598,1860192769,0
11676,1860461611,0
25533,1860461611,5
246617,1860461611,9
11676,1860465536,2
11844,1860465536,0
25792,1860465536,0
38556,1860465536,4
41067,1860465536,0
70628,1860465536,7
121010,1860465536,0
181879,1860465536,0
11676,1860492592,0
32440,1860492592,9
34644,1860492592,5
39464,1860492592,0
44728,1860492592,0
51463,1860492592,0
60427,1860492592,8
68341,1860492592,8
76052,1860492592,8
76626,1860492592,0
79942,1860492592,8
80066,1860492592,9
84034,1860492592,0
86819,1860492592,7
92853,1860492592,0
106294,1860492592,9
107234,1860492592,0
110029,1860492592,0
110746,1860492592,0
114279,1860492592,0
114673,1860492592,9
120457,1860492592,0
124688,1860492592,9
131855,1860492592,0
133929,1860492592,7
136930,1860492592,9
141431,1860492592,0
166141,1860492592,0
167836,1860492592,0
171851,1860492592,8
173287,1860492592,8
175886,1860492592,0
176887,1860492592,0
177277,1860492592,0
179826,1860492592,0
182220,1860492592,7
185308,1860492592,0
187520,1860492592,0
195247,1860492592,0
208410,1860492592,0
216508,1860492592,0
217164,1860492592,8
223087,1860492592,0
244309,1860492592,8
246776,1860492592,0
247211,1860492592,0
261105,1860492592,0
262998,1860492592,9
265474,1860492592,0
274004,1860492592,0
274466,1860492592,9
275243,1860492592,8
11676,186105145X,8
93147,186105145X,7
11676,1861873069,8
40790,1861873069,10
11676,186205102X,8
56399,186205102X,10
177458,186205102X,0
185416,186205102X,0
196146,186205102X,0
201141,186205102X,0
228789,186205102X,0
229551,186205102X,0
11676,1862070059,6
25409,1862070059,8
262246,1862070059,6
11676,1862070229,5
86472,1862070229,0
11676,1862542813,8
222716,1862542813,0
11676,1862544735,6
69454,1862544735,0
11676,1862544867,10
55974,1862544867,2
174081,1862544867,5
231857,1862544867,0
11676,1863253483,0
42594,1863253483,10
80802,1863253483,2
11676,1863738568,7
16297,1863738568,0
11676,1864367792,0
28764,1864367792,4
141901,1864367792,0
177128,1864367792,0
231657,1864367792,0
11676,1865084271,0
155916,1865084271,8
11676,1869401891,0
260652,1869401891,0
11676,1869502523,6
32440,1869502523,0
155317,1869502523,7
11676,1870098110,10
28816,1870098110,5
11676,1871061237,5
265595,1871061237,0
11676,1873580177,10
99453,1873580177,0
140701,1873580177,0
11676,187374109X,0
195509,187374109X,0
11676,1875559612,0
54924,1875559612,0
87122,1875559612,9
261860,1875559612,0
11676,1877228400,6
68097,1877228400,10
11676,187806777X,7
55006,187806777X,0
56959,187806777X,0
144021,187806777X,7
11676,1878346334,2
92196,1878346334,7
130474,1878346334,0
141935,1878346334,0
225810,1878346334,0
11676,1878424114,6
14638,1878424114,4
16795,1878424114,9
25298,1878424114,0
36836,1878424114,0
57305,1878424114,5
60445,1878424114,10
60603,1878424114,7
62272,1878424114,0
76483,1878424114,0
80954,1878424114,5
83637,1878424114,0
86947,1878424114,10
86965,1878424114,10
87746,1878424114,0
92979,1878424114,0
93794,1878424114,0
96729,1878424114,0
111133,1878424114,7
111174,1878424114,0
116904,1878424114,8
117384,1878424114,5
119369,1878424114,0
123095,1878424114,9
128464,1878424114,8
128835,1878424114,0
134863,1878424114,7
135831,1878424114,0
138045,1878424114,9
139359,1878424114,0
140894,1878424114,0
144098,1878424114,0
148744,1878424114,0
152871,1878424114,10
153620,1878424114,0
193106,1878424114,1
204622,1878424114,9
205448,1878424114,0
214272,1878424114,0
221378,1878424114,8
231767,1878424114,0
236399,1878424114,0
236948,1878424114,10
244171,1878424114,0
245827,1878424114,0
11676,1878448625,9
49154,1878448625,0
113292,1878448625,0
142524,1878448625,7
171818,1878448625,0
187145,1878448625,0
191807,1878448625,8
271542,1878448625,0
11676,1878574590,8
51526,1878574590,9
52350,1878574590,10
11676,1878685031,8
22813,1878685031,0
191716,1878685031,0
11676,1878685546,0
25601,1878685546,10
40617,1878685546,0
75591,1878685546,0
185519,1878685546,0
199772,1878685546,7
11676,1879323095,0
18167,1879323095,0
90621,1879323095,0
11676,1879531224,10
19753,1879531224,0
11676,1880284421,8
114988,1880284421,0
144531,1880284421,0
250383,1880284421,0
11676,188028443X,8
28977,188028443X,0
98391,188028443X,9
114988,188028443X,0
142524,188028443X,0
11676,1880284510,0
36299,1880284510,0
114988,1880284510,0
11676,1880507021,10
37974,1880507021,0
11676,1881273156,8
21252,1881273156,0
23665,1881273156,5
35050,1881273156,0
36256,1881273156,10
59656,1881273156,8
93363,1881273156,8
106816,1881273156,0
115490,1881273156,0
127204,1881273156,8
131837,1881273156,0
135974,1881273156,0
138578,1881273156,0
151503,1881273156,10
162639,1881273156,9
166123,1881273156,0
178181,1881273156,0
186039,1881273156,0
191575,1881273156,6
206016,1881273156,8
222210,1881273156,0
225886,1881273156,0
233917,1881273156,0
237990,1881273156,10
238010,1881273156,10
240829,1881273156,8
247429,1881273156,0
250253,1881273156,0
253556,1881273156,0
256713,1881273156,0
259629,1881273156,8
266522,1881273156,10
271076,1881273156,9
273347,1881273156,0
11676,1881830462,8
155916,1881830462,9
252328,1881830462,0
11676,1882593022,0
263480,1882593022,0
11676,1883523184,0
31449,1883523184,0
36836,1883523184,0
68081,1883523184,5
68555,1883523184,7
89014,1883523184,0
11676,1883523567,0
100648,1883523567,8
109955,1883523567,8
239594,1883523567,8
11676,1884956025,0
105115,1884956025,0
11676,1885167040,9
78589,1885167040,0
11676,1885211716,8
27812,1885211716,0
60244,1885211716,0
11676,1885223897,7
106895,1885223897,6
123500,1885223897,0
257153,1885223897,6
11676,1886093040,6
42456,1886093040,0
11676,1886910782,6
201058,1886910782,8
202025,1886910782,0
11676,1887178740,4
52807,1887178740,6
139913,1887178740,4
216724,1887178740,2
11676,188927402X,0
72660,188927402X,8
250333,188927402X,10
261390,188927402X,0
11676,1889392006,5
69078,1889392006,7
176894,1889392006,5
182403,1889392006,10
185771,1889392006,0
190533,1889392006,9
11676,1889787078,8
95803,1889787078,0
113902,1889787078,0
11676,1890208450,4
125541,1890208450,9
11676,1891620347,0
25121,1891620347,0
143078,1891620347,0
183187,1891620347,10
213109,1891620347,8
11676,1891830155,8
78855,1891830155,0
218404,1891830155,8
218474,1891830155,8
11676,1892065053,10
16966,1892065053,9
93047,1892065053,9
134467,1892065053,10
266842,1892065053,0
11676,189206524X,10
